unitid,institution name,year,institution name,IC2021.Open admission policy,IC2021.Institutional control or affiliation,IC2021.Religious affiliation,IC2021mission.Mission statement,IC2021mission.Mission statement URL (if mission statement not provided),HD2021.Institution size category,HD2021.State abbreviation,HD2021.FIPS state code,HD2021.Sector of institution,HD2021.Level of institution,HD2021.Control of institution,HD2021.Degree-granting status,HD2021.Historically Black College or University,HD2021.Tribal college,HD2021.Land Grant Institution,HD2021.Degree of urbanization (Urban-centric locale),HD2021.Institutional category,HD2021.Carnegie Classification 2021: Basic,,,,,,,,,,,,,,
495916,Pathways College,2021,Pathways College,No,Private not-for-profit (no religious affiliation),Not applicable,"The mission of Pathways College is to provide opportunities for students to realize their dreams by removing financial barriers in attaining a college education. The faculty and staff are dedicated to instilling the core themes in the students through a challenging, innovative, and rigorous curriculum:  Liberty: Students understand Pathways College is a safe place where they are free to think, speak, and act freely as long as they do not infringe on another’s freedom or rights.  Personal Responsibility: Students take ownership of their choices and understand the consequences of their actions.  Service: Students understand the importance of generously being of service to others.",,"Under 1,000",California,California,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,Degree-granting,No,No,Not a Land Grant Institution,City: Midsize,"Degree-granting, primarily baccalaureate or above","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)",,,,,,,,,,,,,,
495925,San Joaquin Valley College-Madera,2021,San Joaquin Valley College-Madera,Yes,Private for-profit,Not applicable,,www.sjvc.edu/sjvc-mission,"Under 1,000",California,California,"Private for-profit, less-than 2-year",Less than 2 years (below associate),Private for-profit,"Nondegree-granting, primarily postsecondary",No,No,Not a Land Grant Institution,City: Small,"Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)",,,,,,,,,,,,,,
495934,San Joaquin Valley College-Delano,2021,San Joaquin Valley College-Delano,Yes,Private for-profit,Not applicable,,www.sjvc.edu/sjvc-mission,"Under 1,000",California,California,"Private for-profit, less-than 2-year",Less than 2 years (below associate),Private for-profit,"Nondegree-granting, primarily postsecondary",No,No,Not a Land Grant Institution,Suburb: Small,"Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)",,,,,,,,,,,,,,
495943,San Joaquin Valley College-Atascadero,2021,San Joaquin Valley College-Atascadero,Yes,Private for-profit,Not applicable,,www.sjvc.edu/sjvc-mission,"Under 1,000",California,California,"Private for-profit, less-than 2-year",Less than 2 years (below associate),Private for-profit,"Nondegree-granting, primarily postsecondary",No,No,Not a Land Grant Institution,Suburb: Small,"Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)",,,,,,,,,,,,,,
495952,San Joaquin Valley College-Rancho Mirage,2021,San Joaquin Valley College-Rancho Mirage,Yes,Private for-profit,Not applicable,,www.sjvc.edu/sjvc-mission,"Under 1,000",California,California,"Private for-profit, 2-year",At least 2 but less than 4 years,Private for-profit,Degree-granting,No,No,Not a Land Grant Institution,Suburb: Large,"Degree-granting, associate's and certificates","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)",,,,,,,,,,,,,,
495961,San Joaquin Valley College-Santa Maria,2021,San Joaquin Valley College-Santa Maria,Yes,Private for-profit,Not applicable,,www.sjvc.edu/sjvc-mission,"Under 1,000",California,California,"Private for-profit, 2-year",At least 2 but less than 4 years,Private for-profit,Degree-granting,No,No,Not a Land Grant Institution,City: Midsize,"Degree-granting, associate's and certificates","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)",,,,,,,,,,,,,,
495998,San Joaquin Valley College-Porterville,2021,San Joaquin Valley College-Porterville,Yes,Private for-profit,Not applicable,,www.sjvc.edu/sjvc-mission,"Under 1,000",California,California,"Private for-profit, less-than 2-year",Less than 2 years (below associate),Private for-profit,"Nondegree-granting, primarily postsecondary",No,No,Not a Land Grant Institution,Suburb: Small,"Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)",,,,,,,,,,,,,,
496043,California University of Science and Medicine,2021,California University of Science and Medicine,Not applicable,Private not-for-profit (no religious affiliation),Not applicable,,www.cusm.org/about/,"Under 1,000",California,California,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,Degree-granting,No,No,Not a Land Grant Institution,Suburb: Large,"Degree-granting, graduate with no undergraduate degrees",Special Focus Four-Year: Medical Schools & Centers,,,,,,,,,,,,,,
496052,Ruben's Five Star Academy,2021,Ruben's Five Star Academy,Yes,Private for-profit,Not applicable,Our mission is to provide quality accessible education to students in pursuit of a technical career.,,"Under 1,000",Florida,Florida,"Private for-profit, less-than 2-year",Less than 2 years (below associate),Private for-profit,"Nondegree-granting, primarily postsecondary",No,No,Not a Land Grant Institution,Suburb: Midsize,"Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)",,,,,,,,,,,,,,
496061,Mason Anthony School of Cosmetology Arts & Sciences,2021,Mason Anthony School of Cosmetology Arts & Sciences,Yes,Private for-profit,Not applicable,,www.masonanthony.com/,"Under 1,000",Ohio,Ohio,"Private for-profit, 2-year",At least 2 but less than 4 years,Private for-profit,"Nondegree-granting, primarily postsecondary",No,No,Not a Land Grant Institution,City: Large,"Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)",,,,,,,,,,,,,,
496186,California Institute of Arts & Technology-National City,2021,California Institute of Arts & Technology-National City,Yes,Private for-profit,Not applicable,,www.ciat.edu/about-ciat/,"Under 1,000",California,California,"Private for-profit, 2-year",At least 2 but less than 4 years,Private for-profit,Degree-granting,No,No,Not a Land Grant Institution,Suburb: Large,"Degree-granting, associate's and certificates",Special Focus Two-Year: Technical Professions,,,,,,,,,,,,,,
496265,Triangle Tech-Chambersburg,2021,Triangle Tech-Chambersburg,Yes,Private for-profit,Not applicable,The Triangle Tech Group is committed to offering students a comprehensive training program which is designed to help the student develop his or her abilities in order to receive greater employment opportunities and be of greater service to society.,,"Under 1,000",Pennsylvania,Pennsylvania,"Private for-profit, 2-year",At least 2 but less than 4 years,Private for-profit,Degree-granting,No,No,Not a Land Grant Institution,Suburb: Small,"Degree-granting, associate's and certificates","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)",,,,,,,,,,,,,,
496283,Provo College-Idaho Falls Campus,2021,Provo College-Idaho Falls Campus,Yes,Private for-profit,Not applicable,,https://www.eaglegatecollege.edu/about/,"Under 1,000",Idaho,Idaho,"Private for-profit, 4-year or above",Four or more years,Private for-profit,Degree-granting,No,No,Not a Land Grant Institution,City: Small,"Degree-granting, not primarily baccalaureate or above","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)",,,,,,,,,,,,,,
496292,Miller-Motte College-Chattanooga 2,2021,Miller-Motte College-Chattanooga 2,Yes,Private for-profit,Not applicable,We inspire and motivate students to empower themselves through training and education.,,"Under 1,000",Tennessee,Tennessee,"Private for-profit, 2-year",At least 2 but less than 4 years,Private for-profit,Degree-granting,No,No,Not a Land Grant Institution,City: Midsize,"Degree-granting, associate's and certificates","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)",,,,,,,,,,,,,,
496326,Eagle Gate College-Boise Campus,2021,Eagle Gate College-Boise Campus,Yes,Private for-profit,Not applicable,,https://www.eaglegatecollege.edu/about/,"Under 1,000",Idaho,Idaho,"Private for-profit, 4-year or above",Four or more years,Private for-profit,Degree-granting,No,No,Not a Land Grant Institution,City: Midsize,"Degree-granting, not primarily baccalaureate or above","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)",,,,,,,,,,,,,,
496371,Elite Welding Academy South Point,2021,Elite Welding Academy South Point,Yes,Private for-profit,Not applicable,,www.eliteweldingacademy.com,"Under 1,000",Ohio,Ohio,"Private for-profit, less-than 2-year",Less than 2 years (below associate),Private for-profit,"Nondegree-granting, primarily postsecondary",No,No,Not a Land Grant Institution,Suburb: Midsize,"Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)",,,,,,,,,,,,,,
496399,Agape College of Business and Science,2021,Agape College of Business and Science,Yes,Private not-for-profit (no religious affiliation),Not applicable,Our mission at the Agape College of Business and Science is to provide students with the opportunity and resources to obtain their desired Degree or Certificate in high demand industry sectors.  We plan to fulfill our mission by offering our programs to diverse learning communities while empowering students to become workforce ready and economically independent.,,"Under 1,000",California,California,"Private not-for-profit, 2-year",At least 2 but less than 4 years,Private not-for-profit,Degree-granting,No,No,Not a Land Grant Institution,City: Large,"Degree-granting, associate's and certificates","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)",,,,,,,,,,,,,,
496469,Daybreak University,2021,Daybreak University,Not applicable,Private not-for-profit (no religious affiliation),Not applicable,,daybreak.edu/about/about.html?pm=4,"Under 1,000",California,California,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,Degree-granting,No,No,Not a Land Grant Institution,City: Large,"Degree-granting, graduate with no undergraduate degrees","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)",,,,,,,,,,,,,,
496478,Motion Picture Institute,2021,Motion Picture Institute,No,Private for-profit,Not applicable,,www.motionpicture.edu/why-mpi.html,"Under 1,000",Michigan,Michigan,"Private for-profit, less-than 2-year",Less than 2 years (below associate),Private for-profit,"Nondegree-granting, primarily postsecondary",No,No,Not a Land Grant Institution,City: Small,"Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)",,,,,,,,,,,,,,
496511,United College of Health and Beauty,2021,United College of Health and Beauty,Yes,Private for-profit,Not applicable,"MISSION United College of Health and Beauty promises to ensure that our students are prepared and possess the highest possible skill set and most desirable qualities in their chosen field to ensure their future success, through use of the most advanced teaching methods and technology available. United College of Health and Beauty promises our staff is dedicated to leading by passion and continually updating our programs and curriculum to keep up with the rapidly changing fields of health and beauty. United College of Health and Beauty is committed to living up to our mission statement as well as our organizational core values, as we instill them in our students for their continued lifelong success.",,"Under 1,000",Colorado,Colorado,"Private for-profit, less-than 2-year",Less than 2 years (below associate),Private for-profit,"Nondegree-granting, primarily postsecondary",No,No,Not a Land Grant Institution,Suburb: Large,"Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)",,,,,,,,,,,,,,
